ano;num;conteudos;gabarito
2022;138;Porcentagem e Operações com Racionais;E
2022;139;Geometria Espacial (Cilindros e Volume);D
2022;140;Geometria Plana (Áreas de Círculos);A
2022;141;Razão e Proporção (Escalas);E
2022;142;Estatística (Média e Mediana);A
2022;143;Análise Combinatória (Princípio Multiplicativo);B
2022;144;Razão e Proporção (Gráficos);D
2022;145;Porcentagem e Matemática Financeira;D
2022;146;Geometria Espacial (Vistas e Planificação);C
2022;147;Função Afim (Interpretação de Gráficos);E
2022;148;Logaritmos (Escala de pH);B
2022;149;Razão e Proporção;D
2022;150;Análise Combinatória (Permutação);B
2022;151;Geometria Plana (Teorema de Pitágoras);A
2022;152;Estatística (Moda e Mediana);A
2022;153;Porcentagem e Comparação de Valores;A
2022;154;Geometria Espacial (Volumes e Vazão);A
2022;155;Probabilidade;A
2022;156;Geometria Plana (Semelhança de Triângulos);C
2022;157;Razão e Proporção (Grandezas Inversas);ANULADO
2022;158;Funções (Análise de Máximos e Mínimos);C
2022;159;Geometria Analítica (Distância entre Pontos);B
2022;160;Estatística (Desvio Padrão);C
2022;161;Progressão Geométrica (PG);C
2022;162;Geometria Espacial (Prismas e Áreas);C
2022;163;Função Quadrática (Parábola);B
2022;164;Porcentagem e Raciocínio Lógico;C
2022;165;Probabilidade (Eventos Sucessivos);C
2022;166;Geometria Plana (Ângulos e Triângulos);D
2022;167;Matemática Financeira (Juros Simples);B
2022;168;Análise Combinatória (Combinação);D
2022;169;Geometria Espacial (Esfera e Volume);E
2022;170;Funções Trigonométricas (Período);E
2022;171;Estatística (Média Ponderada);C
2022;172;Razão e Proporção (Escalas de Mapas);B
2022;173;Geometria Plana (Círculos e Tangência);D
2022;174;Matrizes (Interpretação);C
2022;175;Probabilidade Condicional;A
2022;176;Logaritmos e Exponenciais;B
2022;177;Geometria Plana (Área de Polígonos);E
2022;178;Funções (Domínio e Imagem);E
2022;179;Interpretação de Gráficos e Tabelas;C
2022;180;Progressão Aritmética (PA);D
2023;136;Regra de três, Tempo médio, Comparação de filas;E
2023;137;Geometria Plana, Círculo, Segmento circular;B
2023;138;Geometria Plana, Área de quadrado, Área de calçada;D
2023;139;Gráficos, Interpretação de funções, Intervalos;A
2023;140;Juros compostos, Porcentagem, Equações;D
2023;141;Função Afim, Modelagem matemática;D
2023;142;Gráficos, Interpretação de trajetórias;A
2023;143;Sistema de coordenadas, Contagem de posições;E
2023;144;Sistemas lineares, Equações, Proporção;B
2023;145;Sequências numéricas, Números figurados;E
2023;146;Funções trigonométricas, Movimento circular;A
2023;147;Geometria Espacial, Volume de cilindro, Vazão;C
2023;148;Geometria Plana, Ângulos, Simetria;B
2023;149;Progressão aritmética, Combinatória, Soma em triângulo mágico;E
2023;150;Regra de três, Proporção, Consumo de carboidratos;D
2023;151;Trigonometria, Funções seno/cosseno, Comprimento de cabos;C
2023;152;Escalas, Proporção, Geometria Plana;E
2023;153;Regra de três, Conversão de unidades, Calendário maia;C
2023;154;Teorema de Pitágoras, Geometria Plana, Áreas de círculos;C
2023;155;Análise dimensional, Unidades de medida;B
2023;156;Probabilidade, Contagem ponderada;E
2023;157;Geometria Espacial, Volume de cilindro, Regra de três;A
2023;158;Regra de três, Porcentagem, Proporção;B
2023;159;Estatística, Média ponderada, Gasto calórico;C
2023;160;Regra de três, Porcentagem, Proporção;A
2023;161;Progressão aritmética, Comparação de vendas;D
2023;162;Estatística, Média, Mediana, Moda;E
2023;163;Função Afim, Gráficos, Vazão;B
2023;164;Sistemas de numeração, Representação cultural;C
2023;165;Estatística, Média aritmética, Precipitação;C
2023;166;Geometria Espacial, Volume de tronco de cone e cilindro;B
2023;167;Média aritmética, Estatística;C
2023;168;;C
2023;169;;Anulado
2023;170;;E
2023;171;;B
2023;172;;D
2023;173;;D
2023;174;;A
2023;175;;A
2023;176;;B
2023;177;;B
2023;178;;A
2023;179;;D
2023;180;;D
2024;136;Geometria Espacial (Volume de Cilindro);D
2024;137;Função Afim (Interpretação de Gráfico e Tendência);B
2024;138;Razão e Proporção (Velocidade Média);C
2024;139;Porcentagem / Operações com Números Reais;E
2024;140;Geometria Plana (Área de Polígonos e Triângulos);C
2024;141;Estatística (Média Aritmética);E
2024;142;Análise Combinatória (Princípio Multiplicativo);A
2024;143;Geometria Espacial (Vistas e Projeções);C
2024;144;Probabilidade (Eventos Independentes);A
2024;145;Razão e Proporção (Escala);D
2024;146;Matemática Financeira (Juros Simples / Porcentagem);A
2024;147;Geometria Espacial (Volume de Prismas);B
2024;148;Logaritmos (Escalas Logarítmicas);B
2024;149;Estatística (Mediana e Moda);E
2024;150;Geometria Plana (Círculo e Perímetro);C
2024;151;Funções (Análise Gráfica / Pontos Críticos);B
2024;152;Razão e Proporção (Grandezas Inversas);E
2024;153;Análise Combinatória (Combinação);D
2024;154;Progressão Aritmética (PA);A
2024;155;Geometria Espacial (Sólidos de Revolução);D
2024;156;Porcentagem e Comparação de Grandezas;C
2024;157;Probabilidade Condicional;C
2024;158;Funções Trigonométricas (Senoide / Amplitude);D
2024;159;Geometria Plana (Teorema de Pitágoras);C
2024;160;Estatística (Média Ponderada);C
2024;161;Funções Trigonométricas (Análise de Gráficos);A
2024;162;Geometria Analítica (Circunferência e Reta);B
2024;163;Grandezas Proporcionais (Vazão e Tempo);B
2024;164;Geometria Espacial (Tronco de Cone/Pirâmide);B
2024;165;Porcentagem (Aumentos Sucessivos);C
2024;166;Análise Combinatória (Permutação com Repetição);E
2024;167;Função Quadrática (Máximos e Mínimos);C
2024;168;Geometria Plana (Semelhança de Triângulos);E
2024;169;Estatística (Variância e Desvio Padrão);B
2024;170;Progressão Geométrica (PG);C
2024;171;Razão e Proporção (Escala Volumétrica);E
2024;172;Geometria Espacial (Planificação);A
2024;173;Logaritmos e Exponenciais (Modelagem);D
2024;174;Matrizes (Operações e Transposição);A
2024;175;Trigonometria (Lei dos Senos/Cossenos);B
2024;176;Geometria Plana (Áreas e Proporções);B
2024;177;Probabilidade (Eventos Complementares);A
2024;178;Funções (Interpretação de Funções Compostas);D
2024;179;Interpretação de Tabelas e Lógica;D
2024;180;Geometria Analítica (Distância entre Pontos);D
2025;136;Razão e Proporção (Escala);A
2025;137;Estatística (Média Aritmética e Projeção);D
2025;138;Geometria Espacial (Vistas e Projeção Ortogonal);D
2025;139;Porcentagem e Operações com Reais;B
2025;140;Funções (Análise Gráfica de Crescimento);B
2025;141;Geometria Plana (Área de Triângulos e Quadriláteros);C
2025;142;Análise Combinatória (Permutação);E
2025;143;Estatística (Mediana);C
2025;144;Razão e Proporção (Grandezas Inversamente Proporcionais);E
2025;145;Porcentagem (Aumentos e Descontos Sucessivos);C
2025;146;Geometria Espacial (Volume de Paralelepípedo);C
2025;147;Função Afim (Modelagem Matemática);B
2025;148;Probabilidade (Eventos Independentes);D
2025;149;Trigonometria (Triângulo Retângulo);D
2025;150;Geometria Plana (Círculos e Setores Circulares);D
2025;151;Matemática Financeira (Análise de Investimentos);E
2025;152;Estatística (Média Ponderada);C
2025;153;Logaritmos (Aplicações em Escalas);A
2025;154;Geometria Analítica (Equação da Reta);C
2025;155;Geometria Espacial (Volume de Cilindros e Cones);E
2025;156;Análise Combinatória (Combinação);A
2025;157;Porcentagem e Raciocínio Lógico;B
2025;158;Funções Trigonométricas (Seno/Cosseno e Período);D
2025;159;Razão e Proporção (Escala Linear vs Volumétrica);E
2025;160;Geometria Plana (Semelhança e Teorema de Tales);B
2025;161;Estatística (Variância e Desvio Padrão);E
2025;162;Geometria Analítica (Distância entre Ponto e Reta);C
2025;163;Função Quadrática (Ponto de Máximo/Vértice);C
2025;164;Geometria Espacial (Planificação de Sólidos);D
2025;165;Probabilidade Condicional;B
2025;166;Matemática Financeira (Sistemas de Amortização);A
2025;167;Progressão Aritmética (PA);B
2025;168;Equação do 1º Grau / Sistemas Lineares;E
2025;169;Geometria Plana (Propriedades de Polígonos Regulares);A
2025;170;Porcentagem e Interpretação de Tabelas;A
2025;171;Razão e Proporção (Densidade e Misturas);A
2025;172;Geometria Espacial (Esferas e Volume);Anulado
2025;173;Funções (Gráficos de Funções Exponenciais);C
2025;174;Estatística (Moda e Comparação de Dados);C
2025;175;Matrizes (Interpretação e Representação de Dados);B
2025;176;Trigonometria (Lei dos Cossenos);E
2025;177;Geometria Analítica (Equação da Circunferência);A
2025;178;Probabilidade (Eventos Complementares);D
2025;179;Razão e Proporção (Consumo e Combustíveis);D
2025;180;Operações Básicas / Otimização (Aritmética);E
